"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"08.02.2023","3,14","3,13","3,19","3,10","534,80K","0,59%"
"07.02.2023","3,12","3,23","3,26","3,12","506,80K","-3,13%"
"06.02.2023","3,23","3,31","3,31","3,17","695,50K","-1,68%"
"03.02.2023","3,28","3,50","3,50","3,28","516,10K","-6,05%"
"02.02.2023","3,49","3,48","3,61","3,46","898,40K","0,00%"
"01.02.2023","3,49","3,40","3,58","3,39","1,52M","1,60%"
"31.01.2023","3,44","3,35","3,46","3,34","665,00K","3,03%"
"30.01.2023","3,34","3,38","3,46","3,31","559,60K","-1,09%"
"27.01.2023","3,37","3,46","3,48","3,37","368,60K","-2,65%"
"26.01.2023","3,46","3,53","3,58","3,45","1,71M","-1,82%"
"25.01.2023","3,53","3,40","3,56","3,36","564,90K","3,78%"
"24.01.2023","3,40","3,38","3,49","3,30","1,55M","0,54%"
"23.01.2023","3,38","3,23","3,46","3,23","2,15M","5,14%"
"20.01.2023","3,22","3,19","3,22","3,13","570,30K","2,94%"
"19.01.2023","3,12","3,19","3,20","3,12","667,20K","-2,58%"
"18.01.2023","3,21","3,14","3,32","3,14","618,80K","2,65%"
"17.01.2023","3,12","3,20","3,33","3,12","521,30K","-2,30%"
"16.01.2023","3,20","3,25","3,30","3,18","562,30K","-1,69%"
"13.01.2023","3,25","3,26","3,33","3,23","481,60K","-1,39%"
"12.01.2023","3,30","3,37","3,43","3,29","580,00K","-2,97%"
"11.01.2023","3,40","3,38","3,47","3,36","637,90K","0,54%"
"10.01.2023","3,38","3,26","3,44","3,22","807,50K","3,66%"
"09.01.2023","3,26","3,23","3,34","3,16","710,10K","-1,66%"
"06.01.2023","3,32","3,21","3,36","3,16","1,48M","4,64%"
"05.01.2023","3,17","3,13","3,18","3,00","1,34M","3,60%"
"04.01.2023","3,06","3,11","3,14","3,03","598,80K","-0,89%"
"03.01.2023","3,09","3,01","3,22","2,97","1,21M","3,07%"
"02.01.2023","3,00","3,10","3,12","2,94","714,30K","-5,23%"
