"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.01.2023","668,58","654,32","675,11","654,32","","2,24%"
"16.01.2023","653,95","663,20","665,41","651,35","","-1,39%"
"13.01.2023","663,20","681,27","681,27","661,36","","-2,65%"
"12.01.2023","681,27","691,71","696,06","677,00","","-1,51%"
"11.01.2023","691,74","678,20","691,74","672,31","","1,99%"
"10.01.2023","678,22","666,38","685,97","653,03","","1,78%"
"09.01.2023","666,38","668,11","676,42","652,44","","-0,21%"
"06.01.2023","667,79","661,24","685,80","660,90","","0,99%"
"05.01.2023","661,22","636,09","662,36","632,24","","3,97%"
"04.01.2023","635,96","627,37","635,96","616,39","","1,36%"
"03.01.2023","627,41","638,79","646,91","624,45","","-1,79%"
"02.01.2023","638,82","659,35","659,35","628,31","","-3,12%"
